variable,10064000,10073000,10080900,10099800,10100000,14100000,14420000,14710000,15275100,15400000,15860000,17050001,17730000,30030000,40800000,01BO001,05AD007,05AK001,05CC002,05CE001,05CK004,05GG001,05KJ001,05MH005,05MJ001,05OC001,05OJ010,05TG003,07BK006,07CD001,07DD001,07HA001,07NB001,08CB001,08KA004,08MC018,08MF035,08MH024,10CC002,10CD001,10ED002,10LC014,10MC002,01036390,01049265,01059400,01138500,01154500,01184000,01193050,01331095,01335764,01335770,01349527,01357500,01372007,01427510,01428500,01438500,01443000,01444800,01454700,01457500,01460820,01463500,01474010,01531500,01534090,01551500,01553500,01553990,01567000,01576000,01578310,01618000,01636500,01638500,01668000,02024752,02035000,02037618,02096960,02102000,0210215985,02105769,02148315,02171650,02198500,02210500,02215500,02223600,02226010,02226160,02234500,02236000,02272500,02272502,02337445,02338000,02338500,02342881,02344040,02349605,02352790,02353000,02356000,02356015,02358000,02359170,02397100,02397530,02420000,02437500,02449000,02469762,02470500,02489500,03016000,03026175,03030852,03036500,03044000,03049652,03063000,03071700,03075070,03083500,03085000,03086000,03107500,03109670,03112510,03150000,03176500,03201300,03216600,03245500,03284000,03303280,03321500,03373500,03374100,03378500,03425000,03609750,03612500,03612600,04024000,04040018,04057004,04057005,04067500,04067648,04067651,04073500,04084445,04085054,04085059,040851385,04099000,04101500,04102080,04102533,04106906,04119300,04119400,04120250,04122150,04126010,04126520,04132052,04135020,04156510,04157000,04157005,04191500,04192500,04193500,04219501,04219640,04231600,04248250,04264331,05054000,05064500,05082500,05288500,05321995,05325000,05330000,05330920,05331580,05333500,05340500,05355250,05374900,05378500,05389500,05416100,05418600,05420500,05427085,05427570,05437500,05440700,05442200,05446500,05451500,05453100,05454500,05463050,05465500,05474000,05481650,05490500,05490600,05508000,05520500,05526000,05527500,05537980,05543500,05548500,05549600,05550000,05551540,05552500,05553500,05556200,05558300,05558995,05559600,05559900,05563800,05570520,05583000,05586100,05586300,05587060,05587455,05587500,05595000,06054500,06089000,06115200,06191500,06192500,06214500,06236100,06264700,06274300,06279500,06295000,06324500,06324710,06326500,06329500,06341000,06342500,06438500,06440000,06452000,06470830,06470875,06485500,06486000,06607500,06610505,06630000,06643500,06720500,06758500,06770500,06796000,06799350,06800500,06805500,06807000,06817700,06818000,06887500,06889000,06892350,06893000,06902000,06909000,06916600,06926510,06930800,06934500,06935965,06937000,07005500,07010000,07019000,07019280,07020500,07022000,07032000,07040130,07046600,07047810,07057370,07060500,07068000,07069000,07074500,07077000,07146500,07161000,07185000,07188000,07240200,07249455,07250550,07258000,07261260,07263620,07265283,07288700,07288800,07288955,07295100,07316000,07331600,07337000,07344350,07350500,07351930,07355500,07355600,07359500,07359580,07362000,07367640,07373420,07374000,07374400,07374525,07381490,07381495,08012150,08041000,08057448,08067000,08067252,08069500,08098290,08114000,08116650,08313000,08313150,08330000,08331000,08354900,08358400,08450900,08459200,08461300,09058000,09070500,09095500,09152500,09163500,09180500,09205000,09209400,09251100,09260050,09315000,09380000,09415230,09427520,09429490,09518000,09522000,10126000,10350500,11075610,11078000,11274000,11303500,11389500,11407150,11467000,12200500,12309500,12322000,12340500,12351200,12352500,12353000,12354500,12363000,12369000,12388700,12391950,12392000,12400520,12413500,12413810,12413860,12415135,12415140,12417610,12419000,12447200,12472900,12473520,12509050,13013650,13037500,13060000,13069500,13081500,13090000,13154500,13172500,13213100,13251000,13269000,13317000,13334300,13336500,13340000,13340600,13342500,13353200,14128910,14211720,14246900,15266300,15292780,15356000,15389000,15453500,15515500,15565447,322023090544500,431510077363501,Bansin Intake,Chongyang Bridge,Cinhi Bridge,Ciulan Bridge,Dadu Bridge,Danshuei River Mouth,Fuchou Bridge,Gaopingda Bridge,Guoshen Bridge,Gwandu Bridge,Huajhian Bridge,Huajhong Bridge,Hualienda Bridge,Jhongshou Bridge.,Lanyangda Bridge,Ligangda Bridge,Linko Bridge,Marsonda Bridge,Minchiuda Bridge,Rueisueida Bridge,Sanying Bridge,Shuangyuanda Bridge,Sigangda Bridge,Sinlanda Bridge,Taitungda Bridge,Wandada Bridge,Zengwun River Mouth
(Intercept),0.880714236803129,0.858821833278313,1.82196190154471,1.34632409595497,1.6506546765781,1.76891481008127,0.649207439408347,1.15732870025463,1.26351687343717,0.67655558676176,1.83777813593342,0.49935962328327,0.921647273862669,0.529819777365103,0.864375507206097,-1.80421473296185,-0.938069140712952,-0.615135792863702,-0.615623033250694,1.8041299491013,1.04485184732318,1.05891680332379,-24.7317662561977,-0.456276542012539,3.06230316043657,2.43921288524867,-4.20768635179807,-1.83464631746774,2.57942260373956,4.37362267301663,2.6771182564665,-6.72103776573646,1.37933637659319,-1.34492423546062,0.0769094542747317,0.0694114487419795,-0.00759745078004181,0.594798226541213,2.29423863877355,3.01436910790138,1.42810022487817,0.94715150227171,0.968887049460161,0.325208829167606,0.338454373257266,0.655528861025437,0.733859303935029,-0.715574188757935,-0.844246607111356,1.92936861299658,-0.248534868445609,1.10862363696039,-0.260884747329748,1.01969943052466,0.263486014938145,1.45171164933439,2.13197987244948,-0.488701444006342,0.163576413586689,0.340103982549925,0.722238716075952,0.717075429021076,-0.165015105535938,0.437699753951677,-1.12781694083618,0.779451541429629,0.0378409323881483,1.09211574808079,0.650260436358592,0.621064909739357,0.177429637321824,-0.313065902935768,1.18687922234902,-0.168092676847761,0.982378060935729,0.459909623663633,-0.471130722928688,0.439335130359845,1.10829662722886,-0.0705797933252212,0.55861575702733,-0.471524405693337,0.959958068636752,1.09498315408654,1.14294364362268,1.22857933336873,0.911223461101161,1.15319374482652,0.287639491177063,1.14778364475525,0.4981847942591,0.483689918088691,1.24488930398405,0.844564019054032,0.941579004744647,0.892086941487121,0.842263238399829,0.660774629509871,0.679020136632727,0.642869841669303,0.832632829119867,0.588023202894103,0.198312283870793,0.579384623891016,0.336376847966879,0.750372306377262,0.0522547907030718,0.66769461549994,1.46580558596885,1.62067577952426,0.765859702898187,1.36981535372292,2.04873707551467,2.10832628205844,0.603710201390244,1.20221809763019,0.196872148461066,0.731923250267015,0.0882543072884878,0.703342375548695,0.666424036185781,0.0615757544035009,0.286941009215016,0.93082242982615,0.627010803598832,0.905508762632642,0.927869701066279,0.994125631901311,0.114163650118193,1.19927629829166,0.967922478418575,0.847945411709908,0.8029171190134,0.962645173549464,1.26351897711221,-0.16588793242959,0.888477363172936,-0.449645986745252,-0.475400258147483,-1.11652353685062,0.46719368355018,1.4342191546021,1.54930977165281,0.575966926477095,0.89184607420371,0.0830762407493133,-0.0685630975511904,0.46769934554715,-0.19979117418686,0.737701545558882,1.44886287822707,0.695523619227489,0.718804897007787,0.903538769557735,1.17510603055129,0.674995859787651,1.02435064708749,5.72270853299436,1.05222053806629,0.843789165436381,2.12256421287983,-0.339154673956578,1.8047103841877,1.44907137389952,1.56736458275361,1.02265774882679,1.37761697987275,2.09069881086001,0.907917866734443,0.861011056068795,0.566711321827345,0.626287494579977,0.946381743839052,0.637174659057367,1.41722242187949,-4.61759806207984,0.845833054528272,-1.43506811976146,0.883188127887299,0.209428771669067,1.01069030210128,1.04382909306606,0.0207261410417993,1.93058511702736,0.699534458210442,0.763790158662065,4.48661388414096,2.64943695020999,1.54308942895337,2.08551529689744,2.00276411171946,1.08622688345289,0.593751817671719,0.950175069191401,1.63684777010038,2.20319343502985,6.10902221104583,0.642416573326787,1.94999218116054,1.16413859089121,0.857206517226167,10.0607808029044,1.42074589833342,0.500077289316566,1.65567452700647,1.71069693584503,1.31189372646203,5.15970475800783,2.43519810271455,-0.624510878627654,1.54195533609157,0.655208336289726,0.0508317544421533,1.47153942206461,1.07048222501393,-0.459379773116915,0.855516778049615,1.07154330593295,0.6765610955694,-0.202739990788349,1.26214825150968,0.692313665757327,-2.51047988712365,1.55155665717881,1.55820154568921,1.72019035919035,0.623079963159085,1.8079491301383,0.375017414585022,0.212094552877005,1.76418258177359,1.12967501428184,1.80132566268491,1.85506095450471,0.795227166785629,1.57125436849675,0.163902015714861,0.177251549138119,0.486843036772843,1.12291179511993,0.366546085536339,2.78339609784046,1.11213747966445,1.69168380234737,0.157360635790798,-0.684063160220458,0.00131493850419551,1.44510541215338,-0.433758656994676,0.984428620641888,-0.377169171618729,0.70355523600412,0.00523148946439234,3.22721785313368,57.87317501707,2.4106755963481,0.249627487733373,0.00849621246790311,1.94013549327296,2.61897534120051,0.396454246607914,1.34214071112374,1.78890819994688,1.71877791991855,0.950872931597104,0.969789373876949,1.05208947923824,0.257778622525852,-0.409206740659081,0.971193802516977,2.29073920435572,0.571862682251999,1.84440127710905,2.16209443149766,-2.8585467241692,2.07356383010731,2.11809356006561,1.7931167549178,0.982233622330236,2.21096894677188,2.04241431148596,-1.13145249830302,0.735629550673453,1.99031703054878,0.300303564462148,2.06582437552372,1.78921340763193,1.18262553866219,1.00491226408063,1.03139194441785,1.93588951231369,1.64757292608334,1.16452810182618,0.904781605635921,-0.186599581477409,1.3321311819726,0.776019984854147,1.19516934735822,2.17444486354331,1.37378575910072,0.268002149117016,0.61292059799347,0.62613259775865,1.09700138361937,1.02933072551217,0.728265037612459,-2.32764781215701,1.67332015962805,2.80742697493279,1.73219900529348,2.20359352261957,1.69439553527336,1.91727123247174,1.67813153032077,0.938500493718946,1.18636021793362,0.344928670136067,1.17449595209238,1.18012386354566,1.89275705695509,2.16388836572815,1.19990410333499,1.17510970708524,1.72500463931594,1.14051948099535,1.28175950750526,-0.882184596333313,0.656502502000373,1.55378380541126,0.239257118791687,2.7924705202976,0.748844704787591,0.768681147638224,2.8544141838071,-3.04246757671195,0.680056240874627,0.680143850912188,0.540574016248712,0.830009168469727,1.33764438916352,0.58947351609525,1.5818998230971,0.18463575992979,1.71800594171001,0.81690140315804,0.985096203846639,1.51985196067224,-2.30873883048945,1.7786162967398,1.92015526523639,0.47749587159574,-0.357217745344302,0.540952007026,2.12513947257629,3.0284959430809,4.28448240638878,0.1726113801445,0.95530961556286,1.24016515777633,1.2164003359097,1.3210643516643,0.545598556941959,1.71690121025289,-0.390319759237591,0.879238659781463,6.77212206913824,1.37152089340708,2.4446875916549,1.66489725771041,2.11223791916305,0.376662923331349,0.755959132010564,0.515888280984459,1.19769952487992,1.50284027125166,0.794282598747325,2.05400828432277,0.774884082759846,1.3433562005301,3.05442743475512,2.01200395879915,1.26001434127419,0.668571373145115,-0.021945896581037,-2.1261040969994,0.722349925677594,1.30641187663302,0.430931084328009,-0.0312103173484319,0.96476920822811,-0.309717657894037,-1.99944880023324,-0.450874899737355,0.703369381494199,0.288376159568798,0.777363040703228,0.484456543226945,0.406804295171088,-0.142003419908033,0.206616341916723,-0.79824991538488,0.630838577803405,0.812545353835129,-0.422843389746278,0.10946545296872,0.208660129793639,1.05524758293121,0.465445575157693,0.106081692037243,-0.072333961292131,1.31296272999622,0.920995440137991,0.312493870434584,0.347013696245967,1.22497714215072,1.17028904194837,0.418398670905103,1.33241698556557,1.47167856956408,1.29835158577071,1.7674309266124,-1.8775215559389,-0.583250866601935,0.913624790828611,0.417933704289873,0.928207825402464,1.65938562574447,0.64167676795948,0.953985314170455,0.390713134844277,0.420543032360098,-1.27412045492802,2.34303769354597,2.42565177911035,1.55417346799588,2.63976312788134,2.88549061276288,1.03770744042178,2.00406270612501,0.624228239235067,1.21660340703842,-17.7555469826359,1.57997167790834,-0.206905593385054,1.96052562195584,1.47857501080499,-1.29491741442489,-0.220860095301671,1.55750579946565,1.59303305298654,0.225750565215389,1.32196350651323,1.56996829406309,1.80704343942353,2.09668289628502,2.22160581878691,1.75593402353153,1.58434505956791,3.10062632725636,1.56528187116719,1.39298636233578,-0.292676098152007,-0.0881430196560515,1.98781553322859,2.17554454774446,0.298838030772575,1.46908089901385
B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000402048316935094,0.0221898472981915,0,0.00123708452745363,0.000301892097502435,0,0.0079089163741069,0,0,0,7.81920067579696e-08,-0.000427216979847697,0,0,-0.00271296642163318,0,-0.000917426060474194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000369304614387966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00620222447321312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290762484841653,-0.000193671604903811,-0.000121170871930691,0,0,8.75188614424995e-05,0,0,0,0,0,-0.00044657696849991,0,-0.000349541132953341,0,0,0,0,0,0,0,-0.000201252484173356,0,-0.00088555726173816,0,-0.00233828348246801,0,0,0,0,0,0,-0.00480664194649104,0,0,0,0,-0.000338741451906786,0,0,-0.000702146746863944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000369321854466624,0,0.000242385245760017,0,0,0,0,0,0,0,0,0,0,-3.11178259442966e-05,0,0,0,0.00198112026709902,0,0,0,0,0,-0.0204175591733172,0,0,0,0,0,0,-0.000822557273572654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113289474239849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218123745554829,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16252074910519e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000141018479499212,0,0,0,-0.0005975298724375,0,0,0,0,0,0,0,0,0,0,0.000335278039382038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000308875785388824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330996884001879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000179150499207258,0,0,0,0,-9.22522018858487e-06,-0.00271959314105122,2.89405823332027e-07,0,0,-0.000946211349400013,0,0,-0.0172636846255627,-0.00230934212786967,0.00516754200639257,0,0,0,0.000465032424488942,0,0.00180950298972391,0,0,0,0,0,0,0,0,0,0,0,0,5.87213197345427e-05,0,5.23748994498308e-05,0,-0.000805458792109724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000484977629458249,0,0,0,0,0,0,0,0,0,0.000268944699762634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000288199822399282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324122213360506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000545385722294566,0,0,0,0,0,0,0,0,0,0,-0.00284679674786508,0,0.000133423746001954,0,0,0,0,0,0,0,-0.00421739816292258,0,0,0,0,0,0,0,0,0,0,0.00655488573226111,0.000882205728460873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00321581379182164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000221880455724703,0,0,0,0,0,0,0,0,0,0.00771470709827816,0,0,0,0,0,0,0.00044116237265225,0,0,0,3.45001146248603e-05,0,-4.03647965319207e-05,0,0,0,0,0,0,0,0,-0.000432761248491944,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00126606729087421,0,-0.000180675374852406,0,0,0,0,-0.000177094374123867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345748791301392,0,0,0,0,-0.00262984280108342,0.00153751439750783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00084043108878287,-0.00161849096380371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124619894720708,0,0,0,0,0,0.000519454577169163,0,0,0,0,0,0.000391751736156405,0.000225401008427556,0,8.68639440554796e-05,0.000187973293641752,0,0,0,0,0,0,0.000617272131271576,0,0,0,0.000499453974218297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363642926341785,0,6.70566743630773e-07,0,0,0,0.00010818713504289,0,0,0,0,0,0,0.000320253670073116,0,0,0,0.000193179308034462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
